Name,Brewery,Rating,Link,Style,Light,Dark,Fruit,Sweet,Carbonation,Bitter,Spice
Quaff Bros Figgy Pudding,Mt. Carmel Brewing Company,85,http://beeradvocate.com/beer/profile/12375/66163/?sort=topr,Fruit / Vegetable Beer,-0.686850908,1.05656589,-0.030002532,0.380919515,0.082446509,-0.86323762,2.072246834
Skye Pilot Scotch Ale,Flying Bison Brewing Company,86,http://beeradvocate.com/beer/profile/702/14663/?sort=topr,Scottish Ale,-0.138839998,0.311947206,-0.382728884,0.232205106,-0.323470932,0.265052018,-0.819279598
Fallbrook Estate Pale Ale,Port Brewing Company / Pizza Port,87,http://beeradvocate.com/beer/profile/5318/72766/?sort=topr,American Pale Ale (APA),-0.021409089,-0.822709837,1.028176523,-0.426387278,-0.278368994,1.0856263,-0.819279598
Port Jeff Porter,Port Jeff Brewing Company,87,http://beeradvocate.com/beer/profile/26967/74334/?sort=topr,American Porter,-0.569419999,1.127481955,-0.735455236,0.74208308,0.082446509,-0.589712859,-1
NZ Victory Hop Devil IPA,1516 Brewing Company,89,http://beeradvocate.com/beer/profile/4473/35079/?sort=topr,American IPA,-0.45198909,0.09919901,0.454996202,-0.277672869,-0.323470932,1.01724511,0.084322412
Saint Rieul Triple,Ferme-Brasserie Saint Rieul,90,http://beeradvocate.com/beer/profile/10245/39329/?sort=topr,Tripel,-0.236699089,-0.255381316,1.204539699,-0.171448291,0.262854261,-0.418759884,1.168644824
The Myth Of Saison,Hill Farmstead Brewery,91,http://beeradvocate.com/beer/profile/22511/82051/?sort=topr,Saison / Farmhouse Ale,0.663604549,-0.468129511,-0.11818412,-0.511366941,-0.188165118,0.265052018,0.445763216
Bourbon-aged Jolly Roger Imperial Stout,Otto's Pub and Brewery,91,http://beeradvocate.com/beer/profile/2943/32656/?sort=topr,Russian Imperial Stout,-0.78471,1.623894411,-0.691364442,1.018266983,-0.14306318,-1,-1
Wizard Smith's Ale,J. Boag &amp; Son Brewing,79,http://beeradvocate.com/beer/profile/1479/38453/?sort=topr,English Pale Ale,-0.084568386,-0.329551983,-0.03468851,-0.260020089,0.166985407,0.837372849,-0.280610574
Lightning Strike Stout,Rockyard Brewing,80,http://beeradvocate.com/beer/profile/3353/17392/?sort=topr,American Stout,-0.240386533,0.976057314,-1,0.606813521,0.032333245,-0.557669499,-1
Wheat,Meantime Brewing Company Limited,81,http://beeradvocate.com/beer/profile/5062/51673/?sort=topr,Hefeweizen,0.110204298,-0.505985672,0.228578259,-0.513727487,0.795362165,-0.693771192,5.474504838
KÌ_ppers Kolsch,KÌ_ppers Brauerei GmbH,81,http://beeradvocate.com/beer/profile/13789/30279/?sort=topr,KÌ_lsch,0.616613275,-0.611845885,-0.341833075,-0.217735523,-0.192087026,0.395042348,-0.640305287
Brain Of The Turtle: Petite Cerise,Trinity Brewing Company,83,http://beeradvocate.com/beer/profile/18120/75688/?sort=topr,American Wild Ale,-0.493591022,0.905483838,1.764301084,-0.196593239,-0.057434863,-0.863898308,-0.820152643
St. Martin Dunkler Bock,Aktien-Brauerei Kaufbeuren AG,83,http://beeradvocate.com/beer/profile/1623/41114/?sort=topr,Bock,-0.240386533,0.552616461,-0.56122205,0.670240371,-0.057434863,-0.523644076,-1
Sheepshead Stout,Milwaukee Ale House,86,http://beeradvocate.com/beer/profile/1912/7916/?sort=topr,Oatmeal Stout,-0.513068291,1.399498166,-0.91224441,0.501102105,0.256753516,-0.557669499,-1
Overbite IPA,Old Forge Brewing Company,87,http://beeradvocate.com/beer/profile/18724/64897/?sort=topr,American IPA,-0.16247746,-0.717706098,0.711234004,-0.175450956,0.077217299,0.837372849,-1
Bulkhead Red,Barrier Brewing Company,88,http://beeradvocate.com/beer/profile/22928/63058/?sort=topr,American Amber / Red Ale,-0.649409169,-0.470698934,0.228578259,0.120541008,-0.012550809,1.415805042,-1
Ambrewsia,Brewmaster Jack,88,http://beeradvocate.com/beer/profile/28428/84735/?sort=topr,American Double / Imperial IPA,-0.454636485,-0.258978507,0.447967234,-0.090881824,-0.102318917,0.905423695,0.07908414
Gnarly Barley,Tequesta Brewing Company,88,http://beeradvocate.com/beer/profile/24836/65979/?sort=topr,American Pale Ale (APA),-0.104045655,-0.505985672,0.535722824,-0.112024107,-0.102318917,0.599194887,-0.46045793
The Horseman's Ale,The Defiant Brewing Company,88,http://beeradvocate.com/beer/profile/14359/33061/?sort=topr,Pumpkin Ale,-0.474113754,-0.153118294,-0.03468851,-0.471442921,-0.057434863,-0.591694923,12.6683991
Serenity,Manzanita Brewing Company,89,http://beeradvocate.com/beer/profile/23640/71104/?sort=topr,American Barleywine,-0.337772875,0.693763412,-0.605099845,0.79709407,-0.102318917,-0.659745769,-0.820152643
Ì_rebro Bitter,NÌ_rke Kulturbryggeri AB,89,http://beeradvocate.com/beer/profile/10902/22028/?sort=topr,Extra Special / Strong Bitter (ESB),-0.298818338,0.270322559,0.272456054,-0.408016071,-0.23697108,1.041525387,-0.820152643
Old Courthouse Stout,Trailhead Brewing Company,75,http://beeradvocate.com/beer/profile/582/6732/?sort=topr,American Stout,-0.185887638,1.387962118,-0.956333156,-0.053171309,0.340047962,-0.255039534,-1
Bowen Island Irish Cream Ale,Bowen Island Brewing Co. Ltd.,76,http://beeradvocate.com/beer/profile/3446/32488/?sort=topr,Cream Ale,0.201784915,0.404683599,-0.650665248,0.073072517,0.027370104,-0.187315855,-1
BrouCzech Lager (Brou€çek Beer),Nova Paka Brewery,76,http://beeradvocate.com/beer/profile/21333/53857/?sort=topr,Czech Pilsener,0.49253933,-0.508360741,-0.257663651,-0.22149641,0.206043166,0.185164378,-0.821017294
Penn Harvest Rye PA,Pennsylvania Brewing Company,80,http://beeradvocate.com/beer/profile/125/74158/?sort=topr,Rye Beer,-0.612327447,-0.157189841,-0.388664183,-0.137333859,-0.374644284,1.742808988,1.505757882
Ringwood Boondoggle Summer Ale,Ringwood Brewery,80,http://beeradvocate.com/beer/profile/2760/12740/?sort=topr,English Pale Ale,0.16301766,-0.403009471,0.484672697,-0.537105973,0.116706635,0.693091968,-1
Single Hop: Amarillo,Westbrook Brewing Co.,81,http://beeradvocate.com/beer/profile/24134/82554/?sort=topr,American Pale Ale (APA),-0.011434989,-0.71906328,0.790340606,-0.516065336,0.518721024,0.59150645,-0.284069177
Sheepshaggers Gold,"Cairngorm Brewery Company, The",81,http://beeradvocate.com/beer/profile/3403/11963/?sort=topr,English Pale Ale,0.511922958,-0.54347783,-0.301330495,-0.032130671,-0.195971223,0.185164378,-0.642034588
Odenwalder Meister Pils,Privat Brauerei Schmucker Ober-Mossau KG,81,http://beeradvocate.com/beer/profile/961/26175/?sort=topr,German Pilsener,0.628224724,-0.75418037,-0.475997871,-0.347740235,0.429384493,0.388335414,-0.821017294
One Night Stand Pale Ale,Tampa Bay Brewing Co.,82,http://beeradvocate.com/beer/profile/487/4752/?sort=topr,American Pale Ale (APA),0.473155702,-0.68394619,-0.126663119,-0.410862148,-0.285307754,0.963986683,-0.821017294
Twin Stag Scottish Ale,Yakima Craft Brewing Co.,82,http://beeradvocate.com/beer/profile/18069/47744/?sort=topr,Scottish Ale,-0.631711074,1.282610848,-0.78166578,0.514925906,-0.106634692,-0.119592177,-0.821017294
Farmer's Daughter,Lucette Brewing Company,83,http://beeradvocate.com/beer/profile/24055/74788/?sort=topr,American Blonde Ale,0.977130022,-0.71906328,-0.650665248,-0.410862148,-0.195971223,-0.187315855,2.579654117
Sour Devil,Blue Mountain Brewery,83,http://beeradvocate.com/beer/profile/16352/89113/?sort=topr,American Double / Imperial Stout,-0.689861957,1.177259578,1.008674826,0.283478892,-0.106634692,-0.898414482,-1
Cap Espoir,Brasseurs R.J.,83,http://beeradvocate.com/beer/profile/1535/36138/?sort=topr,Belgian Pale Ale,0.046715894,-0.403009471,0.397339009,-0.179415134,0.384716228,-0.695243446,3.653550352
Day Of Doom,Mystic Brewery,84,http://beeradvocate.com/beer/profile/24803/84170/?sort=topr,Quadrupel (Quad),-0.573560191,1.317727938,0.135337945,0.283478892,-0.151302957,-0.593657928,-0.642034588
1881,Ruhstaller,85,http://beeradvocate.com/beer/profile/28270/77997/?sort=topr,American Amber / Red Ale,-0.127736755,-0.297658201,-0.388664183,0.136194429,0.116706635,0.659230129,-0.821017294
Old Blowhole Barleywine,Kona Brewing Co.,85,http://beeradvocate.com/beer/profile/579/19436/?sort=topr,American Barleywine,-0.437874798,0.474917778,-0.301330495,0.009950604,-0.061966426,0.693091968,-0.642034588
Leroy,Oskar Blues Brewing Company,85,http://beeradvocate.com/beer/profile/28907/27337/?sort=topr,American Brown Ale,-0.496025681,0.896322858,-0.650665248,0.262438255,-0.285307754,0.489920932,-1
Page 24 RÌ©serve Hildegarde,Brasserie Saint-Germain,85,http://beeradvocate.com/beer/profile/11872/39234/?sort=topr,BiÌ¬re de Garde,0.124250405,-0.157189841,0.61567323,-0.537105973,0.206043166,0.083578859,0.431861647
Velocihoptor,Freetail Brewing Company,86,http://beeradvocate.com/beer/profile/18823/79067/?sort=topr,American IPA,-0.360340287,-0.508360741,1.314342734,-0.200455772,0.07203837,0.55764461,-1
Samuel Adams Oak Aged Porter,Boston Beer Company (Samuel Adams),86,http://beeradvocate.com/beer/profile/35/68293/?sort=topr,American Porter,-0.457258425,0.966557038,-0.519664716,0.809494832,-0.151302957,-0.762967124,-0.821017294
219,Three Floyds Brewing Co. &amp; Brewpub,87,http://beeradvocate.com/beer/profile/26/76332/?sort=topr,American Pale Ale (APA),0.279319426,-0.75418037,0.790340606,-0.38982151,-0.195971223,0.59150645,-1
Brady's Bay Cream Ale,Crossroads Brewing Company,87,http://beeradvocate.com/beer/profile/24047/62951/?sort=topr,Cream Ale,0.589457468,-0.367892381,-0.213996807,-0.242537047,-0.017298161,0.04971702,-0.821017294
Gulpener Dort,Gulpener Bierbrouwerij B.V.,87,http://beeradvocate.com/beer/profile/507/1573/?sort=topr,Dortmunder / Export Lager,-0.108353127,-0.332775291,-0.432331027,0.620129094,0.027370104,-0.051868498,-0.642034588
Saphir Pils,Victory Brewing Company,87,http://beeradvocate.com/beer/profile/345/44621/?sort=topr,German Pilsener,0.356853937,-0.71906328,0.266338477,-0.326699597,-0.061966426,0.489920932,-0.284069177
Clout Stout,Nail Brewing Australia Pty Ltd,88,http://beeradvocate.com/beer/profile/2569/65368/?sort=topr,Russian Imperial Stout,-0.496025681,1.317727938,-0.737998936,0.367641443,0.340047962,-0.593657928,-0.463051882
Venetucci Pumpkin Ale,Bristol Brewing Company,89,http://beeradvocate.com/beer/profile/848/35029/?sort=topr,Pumpkin Ale,-0.457258425,0.088629789,-0.56333156,-0.516065336,-0.240639488,-0.424348731,13.67658188
Single Hop Saison (Simcoe),Tired Hands Brewing Company,90,http://beeradvocate.com/beer/profile/28383/84469/?sort=topr,Saison / Farmhouse Ale,0.589457468,-0.6488291,0.61567323,-0.810634262,-0.329976019,0.794677486,-0.642034588
Trouble Brewing Amber Ale,World Brews,75,http://beeradvocate.com/beer/profile/21092/55158/?sort=topr,American Amber / Red Ale,0.350361812,-0.405865885,-0.869626265,0.235457916,0.066909,0.213193556,-1
El Oso,Bear Republic Brewing Co.,76,http://beeradvocate.com/beer/profile/610/12665/?sort=topr,American Amber / Red Lager,0.871215654,-0.510713081,-0.435047147,-0.288041201,0.200272624,-0.191204296,-1
Timmermans PÌ»che Lambic,Brouwerij Timmermans-John Martin N.V.,78,http://beeradvocate.com/beer/profile/2791/6563/?sort=topr,Lambic - Fruit,0.118871216,-0.370916819,0.434111089,0.340157739,0.333636249,-0.797801074,-1
Abbotsford Invalid Stout,"Carlton &amp; United Breweries, Ltd.",80,http://beeradvocate.com/beer/profile/353/7812/?sort=topr,Milk / Sweet Stout,-0.614182339,2.075517774,-0.826168353,0.444857562,-0.022000084,-0.797801074,-1
Fontaine Du Diable,Les FrÌ¬res Houblon Microbrasserie,80,http://beeradvocate.com/beer/profile/9726/21340/?sort=topr,Old Ale,-0.633473222,1.201791133,0.303737353,0.235457916,0.289181708,-0.797801074,-0.465621012
Oaktown Brown Ale,Calicraft Brewing Co.,82,http://beeradvocate.com/beer/profile/29346/83055/?sort=topr,American Brown Ale,-0.247655562,0.99209674,-0.652336706,0.486737492,-0.244272792,-0.427103043,-1
AllgÌ_uer Weihnachtsbier,AllgÌ_uer Brauhaus AG,82,http://beeradvocate.com/beer/profile/890/6689/?sort=topr,KÌ_lsch,0.27319828,-0.545662147,0.21682153,-0.036761625,-0.377636417,-0.056405012,1.49376861
JT Schmid's India Pale Ale,JT Schmid's Restaurant &amp; Brewery,83,http://beeradvocate.com/beer/profile/3440/8065/?sort=topr,American IPA,-0.36340086,-0.545662147,0.477569,-0.099581519,-0.066454625,1.190488364,-1
First Anniversary Three-Hundred-Sixty-Five,Kane Brewing Company,83,http://beeradvocate.com/beer/profile/26676/85478/?sort=topr,Belgian Strong Dark Ale,-0.710636754,0.817351412,-0.348131323,0.61237728,0.555908958,-0.528202506,-0.821873671
Thomas Creek Chocolate Orange IPA,Thomas Creek Brewery,84,http://beeradvocate.com/beer/profile/2454/78007/?sort=topr,American IPA,-0.672054988,0.293115428,0.95560603,0.067938198,-0.288727334,0.415392481,-0.821873671
Gathering Storm,Howe Sound Inn &amp; Brewing Company,86,http://beeradvocate.com/beer/profile/11977/79501/?sort=topr,American Black Ale,-0.614182339,0.677555149,-0.52196297,0.005118304,-0.244272792,1.156788543,-0.821873671
Dark Star Oatmeal Stout,R &amp; B Brewing Co.,86,http://beeradvocate.com/beer/profile/673/39421/?sort=topr,Oatmeal Stout,-0.537018807,0.957147674,-0.565420882,0.444857562,0.289181708,-0.292303759,-1
Schlafly Belgian Singel,Saint Louis Brewery / Schlafly Tap Room,87,http://beeradvocate.com/beer/profile/583/49263/?sort=topr,Witbier,0.659015941,-0.545662147,0.260279441,-0.497440848,-0.022000084,-0.494502685,2.562526585
Trompe La Mort,Engel Brauerei,87,http://beeradvocate.com/beer/profile/23282/3345/?sort=topr,Doppelbock,0.099580333,0.293115428,0.173363618,0.172638022,-0.022000084,-0.730401432,-0.643747341
Bellerose,Brasserie des Sources,89,http://beeradvocate.com/beer/profile/9730/80050/?sort=topr,BiÌ¬re de Garde,0.601143292,-0.580611213,0.868690206,-0.727780459,0.022454458,-0.090104833,0.425010634
Daft,Urban Chestnut Brewing Company,89,http://beeradvocate.com/beer/profile/24764/78643/?sort=topr,English Barleywine,-0.344109977,0.43291169,-0.478505059,0.905536785,-0.288727334,-0.730401432,0.246884305
Zeno's Rye Ale,Otto's Pub and Brewery,90,http://beeradvocate.com/beer/profile/2943/44915/?sort=topr,Rye Beer,-0.479146158,-0.231120557,0.434111089,-0.350861095,-0.288727334,1.493786753,0.068757976
OSKAr The G'Rauch,Oskar Blues Brewing Company,91,http://beeradvocate.com/beer/profile/28907/87385/?sort=topr,American IPA,-0.209073796,-0.615560278,1.346727236,-0.497440848,-0.022000084,0.920889796,-1
Black's Nocturne,Cismontane Brewing Company,93,http://beeradvocate.com/beer/profile/22598/85536/?sort=topr,American Double / Imperial Stout,-0.710636754,1.30663833,-0.956542088,1.177756326,-0.19981825,-0.831500895,-1
Gueuze (Hout Series),Ballast Point Brewing Company,93,http://beeradvocate.com/beer/profile/199/45581/?sort=topr,Gueuze,0.041707684,-0.370916819,3.780370295,-0.874360212,-0.244272792,-0.865200716,-1
Old '99 Barleywine,Barley Creek Brewing Company,75,http://beeradvocate.com/beer/profile/835/5264/?sort=topr,American Barleywine,-0.404830328,0.669566791,0.211027141,0.271255284,0.106071334,-0.46337047,-0.822721891
O'Malley's IPA,Weston Brewing Company &amp; O'Malley's Pub,75,http://beeradvocate.com/beer/profile/13602/56189/?sort=topr,American IPA,-0.136044024,-0.234781887,0.081274233,-0.353952233,0.150314187,1.012360739,-0.822721891
Aloha B'ak'tun,Maui Brewing Co.,75,http://beeradvocate.com/beer/profile/16057/90248/?sort=topr,American Stout,-0.558422501,1.121741131,-0.610741276,0.271255284,-0.159385786,-0.664606544,3.786508934
Monteith's Celtic Red,Monteith's Brewing Co.,75,http://beeradvocate.com/beer/profile/627/4591/?sort=topr,Munich Dunkel Lager,-0.020849894,-0.339129812,-0.480988368,0.312935785,0.415771307,0.073259061,-0.822721891
SunRyes Ale,Weston Brewing Company &amp; O'Malley's Pub,77,http://beeradvocate.com/beer/profile/13602/44104/?sort=topr,Rye Beer,0.439926626,-0.478260378,-0.221482552,-0.228910729,0.946685548,-0.496909815,0.063668652
Zambezi,Delta Beverages,77,http://beeradvocate.com/beer/profile/189/604/?sort=topr,Euro Pale Lager,1.246285537,-0.582608302,-0.826996123,-0.604035239,-0.159385786,0.207416443,-0.468165674
Zephyr Golden Ale,Flossmoor Station Restaurant &amp; Brewery,78,http://beeradvocate.com/beer/profile/612/3097/?sort=topr,American Blonde Ale,1.668664014,-0.930434717,-0.783745153,-0.645715741,-0.115142933,-0.127977013,-0.822721891
Coedo Ruri,Coedo Brewery (Kyodo Shoji Koedo Brewery),78,http://beeradvocate.com/beer/profile/3551/49787/?sort=topr,German Pilsener,0.574319778,-0.791304151,-0.653992245,-0.103869226,0.327285601,0.274495135,-0.468165674
Belle Gueule Rousse,Brasseurs R.J.,79,http://beeradvocate.com/beer/profile/1535/8034/?sort=topr,American Amber / Red Ale,0.036747171,-0.443477736,-0.870247092,0.437977288,0.592742721,0.039719715,-0.822721891
Norfolk Canyon Pale Ale,O'Connor Brewing Co.,79,http://beeradvocate.com/beer/profile/22783/59824/?sort=topr,American Pale Ale (APA),0.343931518,-0.513043019,0.038023264,-0.291431481,-0.247871493,0.710506628,-1
Fear,Brewfist,79,http://beeradvocate.com/beer/profile/24892/80443/?sort=topr,Milk / Sweet Stout,-0.289636198,0.843479999,-0.740494184,0.833942049,-0.292114346,-0.698145889,-0.822721891
Nutty Brewnette,BJ's Restaurant &amp; Brewhouse,80,http://beeradvocate.com/beer/profile/3042/24484/?sort=topr,American Brown Ale,-0.251238154,0.286957735,-0.697243215,0.250415033,-0.07090008,0.5428099,-1
Amber,Brasserie Pietra,80,http://beeradvocate.com/beer/profile/2977/48477/?sort=topr,Vienna Lager,0.343931518,-0.478260378,-0.653992245,0.521338291,-0.026657226,-0.362752433,-0.468165674
Lengthwise Triple Hop Red,Lengthwise Brewing Company,81,http://beeradvocate.com/beer/profile/4432/11540/?sort=topr,American Amber / Red Ale,-0.404830328,-0.199999246,-0.480988368,-0.020508224,-0.115142933,1.548990269,-0.822721891
La Perouse,Maui Brewing Co. (Brewpub),81,http://beeradvocate.com/beer/profile/11207/70314/?sort=topr,Witbier,0.747110973,-0.721738868,0.98954459,-0.666555991,0.06182848,-0.899381963,2.90011839
Brains S. A.,SA Brain &amp; Company Ltd,81,http://beeradvocate.com/beer/profile/801/2451/?sort=topr,English Pale Ale,0.094344236,0.113044528,-0.048478675,-0.270591231,-0.07090008,0.442191863,-1
Driven Snow,Leech Lake Brewing Company,81,http://beeradvocate.com/beer/profile/23842/64300/?sort=topr,English Porter,-0.289636198,0.808697357,-0.524239337,0.250415033,0.106071334,-0.22859505,-0.645443783
Blonde Frog Ale,Blue Frog Grog &amp; Grill,82,http://beeradvocate.com/beer/profile/1691/5165/?sort=topr,American Blonde Ale,0.47832467,-0.443477736,-0.178231583,-0.333111982,-0.07090008,0.509270554,-1
Schlafly Wit,Saint Louis Brewery / Schlafly Tap Room,83,http://beeradvocate.com/beer/profile/583/2887/?sort=topr,Witbier,0.631916843,-0.617390944,0.686787804,-0.666555991,0.194557041,-0.798763926,3.609230825
Cabot Street Wheat,"Paper City Brewery Co., Inc.",83,http://beeradvocate.com/beer/profile/123/392/?sort=topr,Hefeweizen,0.439926626,-0.582608302,0.470532958,-0.520674237,0.415771307,-0.698145889,3.431952716
Talon Double IPA,Mendocino Brewing Company,84,http://beeradvocate.com/beer/profile/200/86495/?sort=topr,American Double / Imperial IPA,-0.270437176,-0.06086868,0.29752908,-0.020508224,-0.07090008,0.509270554,-0.645443783
Man Full Of Trouble Porter,Dock Street Brewery &amp; Restaurant,84,http://beeradvocate.com/beer/profile/15834/47773/?sort=topr,American Porter,-0.404830328,0.600001508,-0.437737399,0.625539543,-0.247871493,-0.161516359,-1
Broad Shoulders Barleywine,Goose Island Beer Co.,85,http://beeradvocate.com/beer/profile/1549/65653/?sort=topr,American Barleywine,-0.328034241,0.252175094,0.081274233,0.396296787,-0.20362864,-0.060898322,-0.822721891
Louis Quatorze 14th Anniversary Imperial Stout,Snoqualmie Falls Brewing Company &amp; Taproom,85,http://beeradvocate.com/beer/profile/859/77682/?sort=topr,Russian Imperial Stout,-0.558422501,1.156523772,-0.697243215,0.333776036,-0.159385786,0.106798406,-0.645443783
Apricot Wheat,Fitger's Brewhouse,87,http://beeradvocate.com/beer/profile/1169/12443/?sort=topr,Fruit / Vegetable Beer,0.574319778,-0.478260378,0.816540712,-0.520674237,0.327285601,-0.46337047,-0.645443783
Bourbon Barrel Aged Pilgrim's Dole,New Holland Brewing Company,89,http://beeradvocate.com/beer/profile/335/76401/?sort=topr,Wheatwine,-0.731213696,0.808697357,-0.091729644,1.000664053,-0.115142933,-0.832303272,-0.645443783
Ranch Double IPA,Victory Brewing Company,91,http://beeradvocate.com/beer/profile/345/85189/?sort=topr,American Double / Imperial IPA,-0.366432284,-0.30434717,0.730038774,-0.24975098,-0.3363572,1.213596813,-1
